"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O3_32.csv",,,,"Date:","10 Apr 2020 23:20:20 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
72.0,0.125,27.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29869.0,8559.0,1830539264.0,287563776.0,1072623616.0,64464707584.0
71.875,0.100,28.025,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,29774.0,8557.0,1830412288.0,287563776.0,1072623616.0,64464834560.0
71.926,0.125,27.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29822.0,8606.0,1830412288.0,287563776.0,1072623616.0,64464834560.0
71.911,0.150,27.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29884.0,8615.0,1830293504.0,287563776.0,1072623616.0,64464953344.0
71.872,0.075,28.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29874.0,8601.0,1830100992.0,287563776.0,1072623616.0,64465145856.0
72.153,0.100,27.747,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,29885.0,8501.0,1830100992.0,287563776.0,1072623616.0,64465145856.0
71.897,0.100,28.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29827.0,8641.0,1830080512.0,287563776.0,1072623616.0,64465166336.0
72.136,0.100,27.289,0.475,0.0,0.0,0.0,12288.0,60.0,0.0,0.0,0.0,29934.0,8587.0,1830080512.0,287563776.0,1072623616.0,64465166336.0
72.157,0.100,27.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29955.0,8594.0,1829953536.0,287563776.0,1072623616.0,64465293312.0
71.950,0.100,27.950,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,29898.0,8550.0,1829953536.0,287563776.0,1072623616.0,64465293312.0
71.722,0.125,28.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29893.0,8783.0,1829953536.0,287563776.0,1072623616.0,64465293312.0
71.904,0.100,27.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29835.0,8647.0,1829953536.0,287563776.0,1072623616.0,64465293312.0
71.936,0.125,27.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29952.0,8716.0,1829953536.0,287563776.0,1072623616.0,64465293312.0
72.279,0.100,27.621,0.0,0.0,0.0,0.0,0.0,743.0,640.0,0.0,0.0,29973.0,8549.0,1830080512.0,287563776.0,1072623616.0,64465166336.0
71.843,0.150,28.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29875.0,8763.0,1830072320.0,287563776.0,1072623616.0,64465174528.0
71.114,0.125,28.761,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,29609.0,8759.0,1830072320.0,287563776.0,1072623616.0,64465174528.0
70.746,0.100,29.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29455.0,8813.0,1830068224.0,287563776.0,1072627712.0,64465174528.0
71.429,0.100,28.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29611.0,8534.0,1830068224.0,287563776.0,1072627712.0,64465174528.0
31.924,0.075,68.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14688.0,5294.0,1365061632.0,287563776.0,1072631808.0,64930177024.0
0.025,0.100,99.875,0.0,0.0,0.0,0.0,4096.0,2058.0,5218.0,0.0,0.0,2063.0,2194.0,1365721088.0,287563776.0,1072631808.0,64929517568.0
