"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O2_2.csv",,,,"Date:","10 Apr 2020 21:19:44 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
4.952,0.075,94.947,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4195.0,3147.0,1833603072.0,287551488.0,1070477312.0,64463802368.0
4.981,0.100,94.543,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4137.0,2723.0,1833611264.0,287551488.0,1070477312.0,64463794176.0
4.929,0.075,95.221,-0.225,0.0,0.0,0.0,45056.0,0.0,0.0,0.0,0.0,4085.0,2731.0,1833484288.0,287551488.0,1070485504.0,64463912960.0
4.551,0.075,95.374,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,3068.0,2406.0,1833611264.0,287551488.0,1070485504.0,64463785984.0
4.804,0.025,95.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3410.0,2842.0,1833476096.0,287551488.0,1070485504.0,64463921152.0
4.876,0.075,95.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165.0,3055.0,1833476096.0,287551488.0,1070485504.0,64463921152.0
4.726,0.075,95.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3936.0,2721.0,1833369600.0,287551488.0,1070485504.0,64464027648.0
4.931,0.100,94.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3922.0,2558.0,1833377792.0,287551488.0,1070485504.0,64464019456.0
4.957,0.050,94.992,0.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,0.0,4169.0,2969.0,1833250816.0,287551488.0,1070485504.0,64464146432.0
4.680,0.050,95.270,0.0,0.0,0.0,0.0,0.0,68.0,465.0,0.0,0.0,4285.0,3497.0,1833123840.0,287551488.0,1070485504.0,64464273408.0
4.601,0.050,95.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3841.0,2659.0,1832861696.0,287551488.0,1070485504.0,64464535552.0
4.956,0.050,94.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3930.0,2529.0,1832869888.0,287551488.0,1070485504.0,64464527360.0
4.882,0.050,95.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4116.0,3019.0,1832869888.0,287551488.0,1070485504.0,64464527360.0
4.934,0.050,95.016,0.0,0.0,0.0,0.0,0.0,60.0,12566.0,0.0,0.0,4783.0,4336.0,1832869888.0,287551488.0,1070485504.0,64464527360.0
4.605,0.050,95.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,3761.0,1832738816.0,287551488.0,1070489600.0,64464654336.0
4.153,0.025,95.822,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,3616.0,2501.0,1832738816.0,287551488.0,1070489600.0,64464654336.0
4.578,0.075,95.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4108.0,3180.0,1832611840.0,287551488.0,1070489600.0,64464781312.0
4.936,0.050,95.014,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,4577.0,3869.0,1832620032.0,287551488.0,1070489600.0,64464773120.0
4.956,0.050,94.994,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,4288.0,3298.0,1832595456.0,287551488.0,1070489600.0,64464797696.0
4.957,0.050,94.992,0.0,0.0,0.0,0.0,0.0,522.0,5302.0,0.0,0.0,4260.0,3216.0,1832595456.0,287551488.0,1070489600.0,64464797696.0
4.926,0.100,94.949,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4057.0,2768.0,1832722432.0,287551488.0,1070489600.0,64464670720.0
4.932,0.050,95.018,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,3976.0,2568.0,1832722432.0,287551488.0,1070489600.0,64464670720.0
4.854,0.075,95.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,2668.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.677,0.025,94.797,0.500,0.0,0.0,0.0,28672.0,60.0,0.0,0.0,0.0,2888.0,2375.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.901,0.050,95.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3239.0,2911.0,1832673280.0,287551488.0,1070489600.0,64464719872.0
4.877,0.050,95.073,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4320.0,3803.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.829,0.050,95.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4128.0,3031.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.901,0.075,95.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3946.0,2574.0,1832673280.0,287551488.0,1070489600.0,64464719872.0
4.776,0.075,95.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4126.0,3082.0,1832673280.0,287551488.0,1070489600.0,64464719872.0
4.935,0.075,94.990,0.0,0.0,0.0,0.0,0.0,683.0,573.0,0.0,0.0,4764.0,4162.0,1832673280.0,287551488.0,1070489600.0,64464719872.0
4.960,0.050,94.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4694.0,4102.0,1832673280.0,287551488.0,1070489600.0,64464719872.0
4.960,0.050,94.990,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,4481.0,3666.0,1832673280.0,287551488.0,1070489600.0,64464719872.0
4.881,0.050,95.044,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4228.0,3150.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.932,0.050,95.018,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4110.0,2921.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.804,0.050,95.121,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3733.0,2684.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.606,0.025,94.894,0.476,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,4444.0,3820.0,1832665088.0,287551488.0,1070489600.0,64464728064.0
4.354,0.050,95.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4221.0,3583.0,1832660992.0,287551488.0,1070489600.0,64464732160.0
4.354,0.050,95.596,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3837.0,2742.0,1832669184.0,287551488.0,1070489600.0,64464723968.0
4.553,0.025,95.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3878.0,2684.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.503,0.050,95.422,0.0,0.0,0.025,0.0,0.0,120.0,0.0,0.0,0.0,4059.0,3071.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.930,0.075,94.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3927.0,2604.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.955,0.050,94.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.0,2593.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.202,0.050,95.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713.0,2605.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.603,0.025,95.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3830.0,2548.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.253,0.050,95.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3749.0,2645.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.956,0.050,94.994,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3970.0,2538.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.906,0.050,95.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4006.0,2687.0,1832652800.0,287551488.0,1070489600.0,64464740352.0
4.931,0.075,94.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4047.0,2779.0,1832660992.0,287551488.0,1070489600.0,64464732160.0
4.935,0.050,95.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,2872.0,1832656896.0,287551488.0,1070493696.0,64464732160.0
4.977,0.075,94.922,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4139.0,2883.0,1832656896.0,287551488.0,1070493696.0,64464732160.0
4.906,0.075,95.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4247.0,3149.0,1832656896.0,287551488.0,1070493696.0,64464732160.0
4.931,0.075,94.994,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4181.0,2973.0,1832656896.0,287551488.0,1070493696.0,64464732160.0
4.931,0.075,94.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4157.0,2940.0,1832656896.0,287551488.0,1070493696.0,64464732160.0
4.982,0.075,94.942,0.0,0.0,0.0,0.0,0.0,128.0,483.0,0.0,0.0,4020.0,2598.0,1832656896.0,287551488.0,1070493696.0,64464732160.0
4.930,0.075,94.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3798.0,2628.0,1832792064.0,287551488.0,1070493696.0,64464596992.0
4.250,0.050,95.700,0.0,0.0,0.0,0.0,0.0,544.0,5696.0,0.0,0.0,2715.0,2337.0,1832792064.0,287551488.0,1070493696.0,64464596992.0
4.577,0.050,95.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,2439.0,1832792064.0,287551488.0,1070493696.0,64464596992.0
4.401,0.075,95.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2807.0,2362.0,1832800256.0,287551488.0,1070493696.0,64464588800.0
4.226,0.050,95.724,0.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,0.0,2763.0,2425.0,1832656896.0,287551488.0,1070493696.0,64464732160.0
4.550,0.075,95.375,0.0,0.0,0.0,0.0,0.0,650.0,2180.0,0.0,0.0,2857.0,2373.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.485,0.050,95.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3688.0,2980.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.649,0.050,95.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3164.0,2613.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.757,0.050,95.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3986.0,2696.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.905,0.050,95.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3953.0,2538.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.704,0.050,95.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0,2472.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.126,0.050,95.824,0.0,0.0,0.0,0.0,0.0,272.0,2482.0,0.0,0.0,2667.0,2323.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.577,0.050,95.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2887.0,2432.0,1832783872.0,287551488.0,1070493696.0,64464605184.0
4.301,0.050,95.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.0,2339.0,1832792064.0,287551488.0,1070493696.0,64464596992.0
4.377,0.050,95.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2838.0,2477.0,1832792064.0,287551488.0,1070493696.0,64464596992.0
4.782,0.050,95.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.0,3128.0,1832792064.0,287551488.0,1070493696.0,64464596992.0
4.982,0.050,94.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4078.0,2752.0,1832792064.0,287551488.0,1070493696.0,64464596992.0
4.931,0.050,95.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3986.0,2559.0,1832927232.0,287551488.0,1070493696.0,64464461824.0
4.906,0.050,95.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4057.0,2779.0,1832919040.0,287551488.0,1070493696.0,64464470016.0
4.934,0.050,95.016,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,0.0,0.0,4347.0,3264.0,1832919040.0,287551488.0,1070493696.0,64464470016.0
4.959,0.050,94.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402.0,3372.0,1832919040.0,287551488.0,1070493696.0,64464470016.0
4.934,0.050,95.016,0.0,0.0,0.0,0.0,0.0,775.0,639.0,0.0,0.0,4373.0,3330.0,1832919040.0,287551488.0,1070493696.0,64464470016.0
4.909,0.050,95.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4291.0,3194.0,1832919040.0,287551488.0,1070493696.0,64464470016.0
4.905,0.075,95.020,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,4000.0,2595.0,1832927232.0,287551488.0,1070493696.0,64464461824.0
5.005,0.075,94.920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4285.0,3141.0,1832902656.0,287551488.0,1070493696.0,64464486400.0
4.931,0.050,95.019,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,3988.0,2590.0,1832898560.0,287551488.0,1070493696.0,64464490496.0
4.855,0.050,95.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3816.0,2818.0,1832898560.0,287551488.0,1070493696.0,64464490496.0
4.605,0.025,95.370,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,3296.0,3205.0,1832894464.0,287551488.0,1070497792.0,64464490496.0
4.580,0.050,95.370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782.0,2898.0,1832894464.0,287551488.0,1070497792.0,64464490496.0
4.882,0.075,95.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4164.0,2972.0,1832894464.0,287551488.0,1070497792.0,64464490496.0
4.957,0.025,94.992,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,4049.0,3121.0,1832894464.0,287551488.0,1070497792.0,64464490496.0
4.375,0.075,95.550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2826.0,2437.0,1832894464.0,287551488.0,1070497792.0,64464490496.0
4.551,0.075,95.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3006.0,2671.0,1832894464.0,287551488.0,1070497792.0,64464490496.0
4.682,0.050,95.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4077.0,2962.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.832,0.050,95.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3960.0,3056.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.831,0.050,95.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4031.0,3028.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.884,0.050,95.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,2831.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.931,0.050,95.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4166.0,2925.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.934,0.050,95.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4316.0,3241.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.957,0.050,94.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4163.0,2909.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.884,0.050,94.616,0.451,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,4190.0,3031.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.934,0.050,95.016,0.0,0.0,0.0,0.0,0.0,544.0,6538.0,0.0,0.0,4444.0,3486.0,1833037824.0,287551488.0,1070497792.0,64464347136.0
4.934,0.050,95.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4235.0,3069.0,1833037824.0,287551488.0,1070497792.0,64464347136.0
4.980,0.050,94.970,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4036.0,2655.0,1833046016.0,287551488.0,1070497792.0,64464338944.0
4.881,0.100,95.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3755.0,2601.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.275,0.050,95.675,0.0,0.0,0.0,0.0,0.0,188.0,483.0,0.0,0.0,2729.0,2337.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.552,0.050,95.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2962.0,2530.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.833,0.050,95.116,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,4308.0,3241.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
5.005,0.075,94.920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4149.0,2877.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.907,0.050,95.043,0.0,0.0,0.0,0.0,0.0,240.0,42.0,0.0,0.0,4104.0,2821.0,1833029632.0,287551488.0,1070497792.0,64464355328.0
4.907,0.050,95.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4077.0,2808.0,1833021440.0,287551488.0,1070497792.0,64464363520.0
4.884,0.025,95.091,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,4293.0,3188.0,1833021440.0,287551488.0,1070497792.0,64464363520.0
4.984,0.075,94.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4421.0,3410.0,1832894464.0,287551488.0,1070497792.0,64464490496.0
4.932,0.050,95.018,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4343.0,3266.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.885,0.050,95.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.0,3250.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.679,0.025,95.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3426.0,2539.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.602,0.050,95.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,2601.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.454,0.025,95.495,0.0,0.0,0.025,0.0,0.0,60.0,0.0,0.0,0.0,3555.0,2977.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.982,0.050,94.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4045.0,2698.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.907,0.050,95.043,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4106.0,2823.0,1832902656.0,287551488.0,1070497792.0,64464482304.0
4.910,0.050,95.040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4289.0,3272.0,1832775680.0,287551488.0,1070497792.0,64464609280.0
4.909,0.050,95.041,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4684.0,4130.0,1832771584.0,287551488.0,1070501888.0,64464609280.0
4.986,0.050,94.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4703.0,4111.0,1832771584.0,287551488.0,1070501888.0,64464609280.0
4.981,0.050,94.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3927.0,2543.0,1832779776.0,287551488.0,1070501888.0,64464601088.0
4.905,0.050,95.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3759.0,2583.0,1832763392.0,287551488.0,1070501888.0,64464617472.0
4.553,0.025,95.422,0.0,0.0,0.0,0.0,0.0,803.0,639.0,0.0,0.0,3753.0,2710.0,1832763392.0,287551488.0,1070501888.0,64464617472.0
4.103,0.050,95.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3807.0,2938.0,1832763392.0,287551488.0,1070501888.0,64464617472.0
4.578,0.025,95.397,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3927.0,2834.0,1832763392.0,287551488.0,1070501888.0,64464617472.0
4.227,0.050,95.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683.0,2581.0,1832763392.0,287551488.0,1070501888.0,64464617472.0
4.453,0.025,95.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739.0,2530.0,1832763392.0,287551488.0,1070501888.0,64464617472.0
4.553,0.025,95.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3808.0,2618.0,1832763392.0,287551488.0,1070501888.0,64464617472.0
4.127,0.050,95.823,0.0,0.0,0.0,0.0,0.0,338.0,5830.0,0.0,0.0,3610.0,2505.0,1832767488.0,287551488.0,1070501888.0,64464613376.0
4.578,0.050,95.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3826.0,2613.0,1832767488.0,287551488.0,1070501888.0,64464613376.0
4.128,0.025,95.847,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3618.0,2509.0,1832775680.0,287551488.0,1070501888.0,64464605184.0
4.577,0.050,95.373,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,3815.0,2613.0,1832775680.0,287551488.0,1070501888.0,64464605184.0
4.428,0.050,95.522,0.0,0.0,0.0,0.0,0.0,470.0,2486.0,0.0,0.0,3737.0,2537.0,1832775680.0,287551488.0,1070501888.0,64464605184.0
4.203,0.050,95.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3675.0,2588.0,1832775680.0,287551488.0,1070501888.0,64464605184.0
4.551,0.050,95.399,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3797.0,2528.0,1832783872.0,287551488.0,1070501888.0,64464596992.0
4.105,0.025,95.870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624.0,2579.0,1832783872.0,287551488.0,1070501888.0,64464596992.0
4.576,0.050,95.374,0.0,0.0,0.0,0.0,0.0,120.0,3770.0,0.0,0.0,3814.0,2617.0,1832783872.0,287551488.0,1070501888.0,64464596992.0
4.378,0.050,95.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3746.0,2607.0,1832783872.0,287551488.0,1070501888.0,64464596992.0
4.278,0.025,95.697,0.0,0.0,0.0,0.0,0.0,424.0,2834.0,0.0,0.0,3665.0,2507.0,1832783872.0,287551488.0,1070501888.0,64464596992.0
4.577,0.050,95.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3822.0,2607.0,1832783872.0,287551488.0,1070501888.0,64464596992.0
4.128,0.025,95.847,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,3626.0,2508.0,1832792064.0,287551488.0,1070501888.0,64464588800.0
4.578,0.050,95.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3818.0,2608.0,1832767488.0,287551488.0,1070501888.0,64464613376.0
4.327,0.025,95.648,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,3688.0,2519.0,1832767488.0,287551488.0,1070501888.0,64464613376.0
4.352,0.050,95.573,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,2580.0,1832767488.0,287551488.0,1070501888.0,64464613376.0
