"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O3_4.csv",,,,"Date:","10 Apr 2020 23:16:26 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
9.750,0.075,90.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5977.0,3216.0,1830592512.0,287563776.0,1072537600.0,64464740352.0
9.700,0.075,89.750,0.475,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,5854.0,2978.0,1830592512.0,287563776.0,1072537600.0,64464740352.0
9.752,0.075,90.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5890.0,3048.0,1830592512.0,287563776.0,1072537600.0,64464740352.0
9.652,0.075,90.273,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5846.0,2974.0,1830592512.0,287563776.0,1072537600.0,64464740352.0
9.748,0.100,90.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5882.0,3044.0,1830547456.0,287563776.0,1072537600.0,64464785408.0
9.680,0.050,90.270,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5878.0,2993.0,1830547456.0,287563776.0,1072537600.0,64464785408.0
9.725,0.100,90.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5875.0,3036.0,1830420480.0,287563776.0,1072537600.0,64464912384.0
9.652,0.100,90.248,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5864.0,2982.0,1830420480.0,287563776.0,1072537600.0,64464912384.0
9.750,0.125,90.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5948.0,3112.0,1830420480.0,287563776.0,1072537600.0,64464912384.0
9.650,0.100,90.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5844.0,2997.0,1830420480.0,287563776.0,1072537600.0,64464912384.0
9.748,0.100,90.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5913.0,3040.0,1830420480.0,287563776.0,1072537600.0,64464912384.0
9.673,0.100,90.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5851.0,2966.0,1830420480.0,287563776.0,1072537600.0,64464912384.0
9.750,0.075,90.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5891.0,3041.0,1830293504.0,287563776.0,1072537600.0,64465039360.0
9.650,0.100,90.250,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5856.0,2975.0,1830293504.0,287563776.0,1072537600.0,64465039360.0
9.725,0.100,90.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5883.0,3047.0,1830166528.0,287563776.0,1072537600.0,64465166336.0
9.673,0.100,90.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.0,2973.0,1830166528.0,287563776.0,1072537600.0,64465166336.0
9.727,0.100,90.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5888.0,3035.0,1830162432.0,287563776.0,1072541696.0,64465166336.0
9.673,0.100,90.227,0.0,0.0,0.0,0.0,4096.0,60.0,0.0,0.0,0.0,5876.0,2986.0,1830170624.0,287563776.0,1072541696.0,64465158144.0
9.750,0.100,90.150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5889.0,3041.0,1830027264.0,287563776.0,1072541696.0,64465301504.0
9.652,0.075,90.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5888.0,2998.0,1830027264.0,287563776.0,1072541696.0,64465301504.0
9.755,0.050,90.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5910.0,3095.0,1830035456.0,287563776.0,1072541696.0,64465293312.0
9.702,0.050,90.248,0.0,0.0,0.0,0.0,0.0,1081.0,5681.0,0.0,0.0,5895.0,3022.0,1830035456.0,287563776.0,1072541696.0,64465293312.0
9.827,0.075,90.098,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,6021.0,3156.0,1830035456.0,287563776.0,1072541696.0,64465293312.0
9.927,0.025,89.997,0.050,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,5418.0,2903.0,1830035456.0,287563776.0,1072541696.0,64465293312.0
9.807,0.050,90.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5654.0,3331.0,1830125568.0,287563776.0,1072541696.0,64465203200.0
9.675,0.100,90.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5911.0,3066.0,1830125568.0,287563776.0,1072541696.0,64465203200.0
9.748,0.075,90.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5919.0,3140.0,1830125568.0,287563776.0,1072541696.0,64465203200.0
9.855,0.100,90.020,0.0,0.0,0.025,0.0,0.0,60.0,0.0,0.0,0.0,6182.0,3443.0,1830133760.0,287563776.0,1072541696.0,64465195008.0
9.707,0.075,90.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441.0,4188.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.605,0.075,90.320,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,6424.0,4174.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.655,0.050,90.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6140.0,3604.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.650,0.075,90.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5831.0,2963.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.750,0.075,90.150,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5951.0,3177.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.645,0.100,90.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834.0,2988.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.680,0.075,90.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6325.0,3942.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.777,0.050,90.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571.0,3200.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.710,0.050,90.240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6343.0,4000.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.532,0.050,90.418,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,6164.0,3694.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.748,0.125,90.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5903.0,3062.0,1830244352.0,287563776.0,1072541696.0,64465084416.0
9.652,0.075,90.273,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,5868.0,2979.0,1830244352.0,287563776.0,1072541696.0,64465084416.0
9.750,0.050,90.200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5881.0,3035.0,1830244352.0,287563776.0,1072541696.0,64465084416.0
9.630,0.075,90.295,0.0,0.0,0.0,0.0,0.0,184.0,12524.0,0.0,0.0,5842.0,2971.0,1830244352.0,287563776.0,1072541696.0,64465084416.0
9.748,0.100,90.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.0,3045.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.650,0.075,90.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5846.0,2972.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.727,0.100,90.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5911.0,3109.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.627,0.075,90.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5847.0,3013.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.748,0.100,90.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5906.0,3037.0,1830252544.0,287563776.0,1072541696.0,64465076224.0
9.627,0.075,90.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860.0,2987.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.750,0.100,90.150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893.0,3043.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.630,0.075,90.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5851.0,2983.0,1830260736.0,287563776.0,1072541696.0,64465068032.0
9.748,0.075,90.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5874.0,3046.0,1830264832.0,287563776.0,1072545792.0,64465059840.0
9.657,0.025,90.318,0.0,0.0,0.0,0.0,0.0,544.0,4816.0,0.0,0.0,5879.0,2963.0,1830264832.0,287563776.0,1072545792.0,64465059840.0
9.748,0.050,90.177,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5875.0,3039.0,1830264832.0,287563776.0,1072545792.0,64465059840.0
9.655,0.050,90.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5889.0,2978.0,1830264832.0,287563776.0,1072545792.0,64465059840.0
9.730,0.050,90.220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5920.0,3058.0,1830137856.0,287563776.0,1072545792.0,64465186816.0
9.630,0.050,90.320,0.0,0.0,0.0,0.0,0.0,470.0,1192.0,0.0,0.0,5901.0,2992.0,1830137856.0,287563776.0,1072545792.0,64465186816.0
9.755,0.025,90.220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5951.0,3110.0,1830137856.0,287563776.0,1072545792.0,64465186816.0
9.655,0.050,90.295,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,5873.0,3005.0,1830146048.0,287563776.0,1072545792.0,64465178624.0
9.752,0.075,90.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5945.0,3072.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.637,0.025,90.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.0,2983.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.775,0.025,90.200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5933.0,3059.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.657,0.050,89.817,0.475,0.0,0.0,0.0,12288.0,206.0,1540.0,0.0,0.0,5882.0,2989.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.730,0.025,90.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5911.0,3046.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.657,0.025,90.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5871.0,2965.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.752,0.050,90.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5954.0,3081.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.657,0.025,90.318,0.0,0.0,0.0,0.0,0.0,683.0,640.0,0.0,0.0,5889.0,2985.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.750,0.050,90.200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5912.0,3058.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.632,0.050,90.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5895.0,2995.0,1830129664.0,287563776.0,1072545792.0,64465195008.0
9.727,0.100,90.148,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5964.0,3138.0,1830113280.0,287563776.0,1072549888.0,64465207296.0
9.635,0.025,90.340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5869.0,3009.0,1830113280.0,287563776.0,1072549888.0,64465207296.0
9.802,0.025,90.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5980.0,3094.0,1830113280.0,287563776.0,1072549888.0,64465207296.0
9.902,0.050,90.048,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5404.0,2873.0,1830113280.0,287563776.0,1072549888.0,64465207296.0
9.830,0.075,90.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5891.0,3854.0,1830113280.0,287563776.0,1072549888.0,64465207296.0
9.855,0.100,90.045,0.0,0.0,0.0,0.0,0.0,128.0,483.0,0.0,0.0,6703.0,4537.0,1830113280.0,287563776.0,1072549888.0,64465207296.0
9.852,0.050,89.597,0.500,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,5880.0,3368.0,1830113280.0,287563776.0,1072549888.0,64465207296.0
9.875,0.050,90.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4980.0,2800.0,1830121472.0,287563776.0,1072549888.0,64465199104.0
9.757,0.025,90.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5913.0,3789.0,1830121472.0,287563776.0,1072549888.0,64465199104.0
9.585,0.075,90.340,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,6643.0,4608.0,1830105088.0,287563776.0,1072549888.0,64465215488.0
9.705,0.075,90.220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6211.0,3729.0,1830105088.0,287563776.0,1072549888.0,64465215488.0
9.930,0.050,90.020,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5946.0,2987.0,1830105088.0,287563776.0,1072549888.0,64465215488.0
9.807,0.025,90.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5723.0,3625.0,1830105088.0,287563776.0,1072549888.0,64465215488.0
9.752,0.025,90.223,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,4926.0,2814.0,1830105088.0,287563776.0,1072549888.0,64465215488.0
9.750,0.050,90.200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4952.0,2871.0,1830105088.0,287563776.0,1072549888.0,64465215488.0
9.830,0.025,90.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4972.0,2818.0,1830105088.0,287563776.0,1072549888.0,64465215488.0
9.875,0.075,90.050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5671.0,3224.0,1830100992.0,287563776.0,1072553984.0,64465215488.0
9.857,0.050,90.093,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5627.0,2956.0,1830100992.0,287563776.0,1072553984.0,64465215488.0
9.730,0.025,90.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5338.0,3721.0,1830100992.0,287563776.0,1072553984.0,64465215488.0
9.877,0.075,90.048,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,5485.0,3227.0,1830109184.0,287563776.0,1072553984.0,64465207296.0
9.905,0.075,90.020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5679.0,3502.0,1830109184.0,287563776.0,1072553984.0,64465207296.0
9.805,0.025,90.170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4975.0,2818.0,1830109184.0,287563776.0,1072553984.0,64465207296.0
9.777,0.025,89.722,0.475,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,0.0,4944.0,2895.0,1830117376.0,287563776.0,1072553984.0,64465199104.0
9.780,0.025,90.195,0.0,0.0,0.0,0.0,0.0,544.0,5612.0,0.0,0.0,4947.0,2803.0,1830117376.0,287563776.0,1072553984.0,64465199104.0
9.825,0.050,90.125,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,4991.0,2934.0,1830117376.0,287563776.0,1072553984.0,64465199104.0
9.780,0.050,90.170,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,4949.0,2843.0,1830117376.0,287563776.0,1072553984.0,64465199104.0
9.777,0.025,90.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4961.0,2881.0,1830117376.0,287563776.0,1072553984.0,64465199104.0
9.852,0.050,90.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4984.0,2808.0,1830117376.0,287563776.0,1072553984.0,64465199104.0
9.752,0.050,90.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4945.0,2869.0,1830117376.0,287563776.0,1072553984.0,64465199104.0
9.827,0.050,90.123,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,4976.0,2820.0,1830109184.0,287563776.0,1072553984.0,64465207296.0
9.802,0.075,90.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4975.0,2885.0,1830109184.0,287563776.0,1072553984.0,64465207296.0
9.752,0.050,90.198,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,4957.0,2825.0,1828012032.0,287563776.0,1072553984.0,64467304448.0
9.827,0.025,90.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4970.0,2872.0,1828003840.0,287563776.0,1072553984.0,64467312640.0
1.652,0.050,98.298,0.0,0.0,0.0,0.0,0.0,2234.0,8504.0,0.0,0.0,2594.0,2322.0,1048502272.0,287563776.0,1072553984.0,65246814208.0
0.0,0.025,99.975,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,1984.0,2201.0,1048743936.0,287563776.0,1072558080.0,65246568448.0
