"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-OMP/results/652/dstat_sp-mz_C_O2_4.csv",,,,"Date:","10 Apr 2020 21:24:10 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
9.082,0.050,90.868,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,5671.0,2951.0,1825062912.0,287551488.0,1070645248.0,64472174592.0
9.032,0.050,90.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5713.0,3092.0,1824911360.0,287551488.0,1070645248.0,64472326144.0
8.854,0.075,91.071,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,5597.0,2960.0,1824919552.0,287551488.0,1070645248.0,64472317952.0
8.877,0.050,91.048,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5625.0,3043.0,1824919552.0,287551488.0,1070645248.0,64472317952.0
8.857,0.050,91.093,0.0,0.0,0.0,0.0,0.0,728.0,5564.0,0.0,0.0,5591.0,2969.0,1824927744.0,287551488.0,1070645248.0,64472309760.0
9.100,0.075,90.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5487.0,3011.0,1824927744.0,287551488.0,1070645248.0,64472309760.0
8.959,0.025,91.016,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,4800.0,2781.0,1824927744.0,287551488.0,1070645248.0,64472309760.0
8.452,0.100,91.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4445.0,2760.0,1824927744.0,287551488.0,1070645248.0,64472309760.0
8.204,0.050,91.746,0.0,0.0,0.0,0.0,12288.0,376.0,483.0,0.0,0.0,4307.0,2665.0,1824927744.0,287551488.0,1070645248.0,64472309760.0
8.379,0.050,91.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4415.0,2787.0,1824935936.0,287551488.0,1070645248.0,64472301568.0
8.554,0.050,91.396,0.0,0.0,0.0,0.0,0.0,654.0,2010.0,0.0,0.0,4476.0,2761.0,1824927744.0,287551488.0,1070645248.0,64472309760.0
8.704,0.075,91.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855.0,2912.0,1824927744.0,287551488.0,1070645248.0,64472309760.0
8.727,0.075,91.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5540.0,2939.0,1824935936.0,287551488.0,1070645248.0,64472301568.0
8.556,0.050,91.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5559.0,3139.0,1824935936.0,287551488.0,1070645248.0,64472301568.0
8.477,0.075,91.423,0.0,0.0,0.025,0.0,0.0,824.0,2396.0,0.0,0.0,5575.0,3198.0,1824935936.0,287551488.0,1070645248.0,64472301568.0
8.577,0.050,91.348,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5621.0,3222.0,1825062912.0,287551488.0,1070645248.0,64472174592.0
8.954,0.075,90.970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5658.0,3029.0,1825062912.0,287551488.0,1070645248.0,64472174592.0
8.506,0.050,91.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5466.0,2990.0,1825058816.0,287551488.0,1070645248.0,64472178688.0
8.552,0.075,91.373,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,0.0,5458.0,2949.0,1825058816.0,287551488.0,1070645248.0,64472178688.0
8.879,0.050,91.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5635.0,3050.0,1825058816.0,287551488.0,1070645248.0,64472178688.0
8.857,0.050,90.618,0.475,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,5697.0,3193.0,1825058816.0,287551488.0,1070645248.0,64472178688.0
9.255,0.050,90.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5761.0,3033.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
8.904,0.050,91.021,0.0,0.0,0.025,0.0,0.0,184.0,0.0,0.0,0.0,5667.0,3089.0,1825050624.0,287551488.0,1070645248.0,64472186880.0
8.854,0.050,91.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5580.0,2986.0,1825050624.0,287551488.0,1070645248.0,64472186880.0
8.857,0.050,91.093,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,5629.0,3055.0,1825050624.0,287551488.0,1070645248.0,64472186880.0
8.929,0.050,91.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5622.0,2987.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
9.182,0.050,90.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5712.0,2971.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
8.852,0.075,91.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,3147.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
8.854,0.050,91.071,0.0,0.0,0.025,0.0,0.0,683.0,574.0,0.0,0.0,5618.0,3019.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
8.875,0.075,91.050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5595.0,3023.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
8.957,0.050,90.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,2932.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
9.155,0.050,90.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5703.0,3018.0,1825042432.0,287551488.0,1070645248.0,64472195072.0
8.854,0.075,91.071,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,5643.0,3065.0,1825177600.0,287551488.0,1070645248.0,64472059904.0
8.852,0.075,91.048,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5664.0,3137.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
8.879,0.050,91.071,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5651.0,3133.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
9.052,0.050,90.873,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5714.0,3101.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
9.055,0.075,90.870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5654.0,2950.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.877,0.050,91.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5572.0,2985.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.834,0.050,91.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.0,2986.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.877,0.050,91.048,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5648.0,3118.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
9.107,0.050,90.843,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,5691.0,2999.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
9.005,0.075,90.920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5680.0,3068.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.854,0.050,91.071,0.0,0.0,0.025,0.0,0.0,60.0,0.0,0.0,0.0,5682.0,3154.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.857,0.050,91.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5615.0,3065.0,1825157120.0,287551488.0,1070649344.0,64472076288.0
8.854,0.075,91.071,0.0,0.0,0.0,0.0,0.0,604.0,6434.0,0.0,0.0,5647.0,3104.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
9.202,0.050,90.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5721.0,3033.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.952,0.075,90.948,0.0,0.0,0.025,0.0,0.0,60.0,0.0,0.0,0.0,5664.0,3075.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.857,0.050,91.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5598.0,3010.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.879,0.050,91.071,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,5593.0,3001.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.877,0.050,91.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5581.0,2992.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
9.207,0.050,90.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5717.0,2983.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.902,0.050,91.023,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5645.0,3080.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.882,0.075,91.043,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,5633.0,3037.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.902,0.075,91.023,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,5621.0,3055.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
8.902,0.075,91.023,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,5572.0,2910.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
9.155,0.050,90.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5429.0,2968.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
8.379,0.050,91.571,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,4377.0,2672.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
8.381,0.050,91.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4954.0,3179.0,1825165312.0,287551488.0,1070649344.0,64472068096.0
8.529,0.050,91.396,0.0,0.0,0.025,0.0,0.0,360.0,12608.0,0.0,0.0,5568.0,3122.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
8.954,0.050,90.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5615.0,3012.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
8.554,0.050,91.396,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,5438.0,2901.0,1825173504.0,287551488.0,1070649344.0,64472059904.0
8.506,0.050,91.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5471.0,2982.0,1825148928.0,287551488.0,1070649344.0,64472084480.0
8.506,0.050,91.444,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,5440.0,2913.0,1825157120.0,287551488.0,1070649344.0,64472076288.0
8.504,0.050,91.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5453.0,2986.0,1825157120.0,287551488.0,1070649344.0,64472076288.0
8.784,0.050,91.166,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,5547.0,2915.0,1825157120.0,287551488.0,1070649344.0,64472076288.0
8.679,0.050,91.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5521.0,2982.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.506,0.050,91.444,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,5419.0,2896.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.481,0.050,91.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5447.0,2985.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.504,0.050,91.446,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5422.0,2905.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.704,0.050,91.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5539.0,3006.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.827,0.075,91.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5590.0,2999.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.504,0.050,91.421,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5507.0,3072.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.504,0.050,91.421,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,5575.0,3174.0,1825153024.0,287551488.0,1070653440.0,64472076288.0
8.802,0.075,91.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5655.0,3141.0,1825161216.0,287551488.0,1070653440.0,64472068096.0
8.954,0.050,90.970,0.0,0.0,0.025,0.0,0.0,1021.0,6374.0,0.0,0.0,5728.0,3122.0,1825169408.0,287551488.0,1070653440.0,64472059904.0
9.155,0.050,90.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766.0,3101.0,1825169408.0,287551488.0,1070653440.0,64472059904.0
8.854,0.075,91.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5576.0,2922.0,1825169408.0,287551488.0,1070653440.0,64472059904.0
8.879,0.050,91.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5605.0,2995.0,1825169408.0,287551488.0,1070653440.0,64472059904.0
8.832,0.050,91.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5576.0,2953.0,1825169408.0,287551488.0,1070653440.0,64472059904.0
9.052,0.050,90.423,0.475,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,5679.0,3018.0,1825169408.0,287551488.0,1070653440.0,64472059904.0
9.082,0.050,90.843,0.0,0.0,0.025,0.0,0.0,470.0,2386.0,0.0,0.0,5678.0,2973.0,1825169408.0,287551488.0,1070653440.0,64472059904.0
5.578,0.075,94.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4424.0,2826.0,1081667584.0,287551488.0,1070653440.0,65215561728.0
0.025,0.075,99.900,0.0,0.0,0.0,0.0,0.0,1990.0,4734.0,0.0,0.0,2057.0,2254.0,1081782272.0,287551488.0,1070657536.0,65215442944.0
