"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-SER/results/652/dstat_sp-mz_A_O3.csv",,,,"Date:","09 Apr 2020 15:51:03 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
2.503,0.050,96.972,0.475,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,3560.0,3497.0,1063219200.0,287137792.0,1054007296.0,65251069952.0
2.528,0.025,97.447,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3622.0,3630.0,1062965248.0,287137792.0,1054007296.0,65251323904.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3275.0,2941.0,1062957056.0,287137792.0,1054007296.0,65251332096.0
2.503,0.025,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3090.0,2551.0,1062965248.0,287137792.0,1054007296.0,65251323904.0
2.526,0.050,97.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.0,2572.0,1062838272.0,287137792.0,1054007296.0,65251450880.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219.0,2777.0,1062711296.0,287137792.0,1054007296.0,65251577856.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3032.0,2471.0,1062703104.0,287137792.0,1054007296.0,65251586048.0
2.526,0.050,97.424,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3291.0,2949.0,1062678528.0,287137792.0,1054007296.0,65251610624.0
2.501,0.050,97.424,0.0,0.0,0.025,0.0,49152.0,0.0,0.0,0.0,0.0,3051.0,2482.0,1062678528.0,287137792.0,1054007296.0,65251610624.0
2.526,0.075,97.399,0.0,0.0,0.0,0.0,0.0,68.0,465.0,0.0,0.0,3009.0,2371.0,1062674432.0,287137792.0,1054011392.0,65251610624.0
2.503,0.025,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,2437.0,1062793216.0,287137792.0,1054011392.0,65251491840.0
2.526,0.050,97.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2993.0,2359.0,1062678528.0,287137792.0,1054011392.0,65251606528.0
1.552,0.025,98.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674.0,2404.0,1013051392.0,287137792.0,1054015488.0,65301229568.0
0.0,0.075,99.925,0.0,0.0,0.0,0.0,20480.0,2616.0,5008.0,0.0,0.0,1983.0,2215.0,1013067776.0,287137792.0,1054015488.0,65301213184.0


"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-SER/results/652/dstat_sp-mz_A_O3.csv",,,,"Date:","10 Apr 2020 16:11:45 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw","used","buff","cach","free"
6.587,0.095,93.302,0.015,0.000,0.001,115.477,10501.171,0.0,0.0,0.0,0.0,3723.724,2765.605,1052053504.0,287326208.0,1072066560.0,65243987968.0
2.474,0.075,97.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3089.0,2577.0,1089925120.0,287326208.0,1072070656.0,65206112256.0
2.503,0.025,97.472,0.0,0.0,0.0,0.0,0.0,1058994.0,30404.0,0.0,0.0,3420.0,3170.0,1090207744.0,287326208.0,1072414720.0,65205485568.0
2.526,0.075,97.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299.0,2961.0,1090199552.0,287326208.0,1072414720.0,65205493760.0
2.501,0.050,96.973,0.475,0.0,0.0,0.0,12288.0,925.0,829.0,0.0,0.0,3043.0,2469.0,1090199552.0,287326208.0,1072414720.0,65205493760.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3089.0,2568.0,1090076672.0,287326208.0,1072414720.0,65205616640.0
2.527,0.075,97.398,0.0,0.0,0.0,0.0,0.0,68.0,483.0,0.0,0.0,3039.0,2374.0,1090076672.0,287326208.0,1072414720.0,65205616640.0
2.526,0.050,97.424,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,3044.0,2476.0,1090068480.0,287326208.0,1072414720.0,65205624832.0
2.502,0.025,97.473,0.0,0.0,0.0,0.0,0.0,60.0,3770.0,0.0,0.0,3020.0,2397.0,1089900544.0,287326208.0,1072414720.0,65205792768.0
2.501,0.050,97.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.0,2461.0,1089875968.0,287326208.0,1072414720.0,65205817344.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,182.0,256.0,0.0,0.0,3030.0,2388.0,1089875968.0,287326208.0,1072414720.0,65205817344.0
2.526,0.050,97.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,2463.0,1089863680.0,287326208.0,1072414720.0,65205829632.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.0,2391.0,1089863680.0,287326208.0,1072414720.0,65205829632.0
2.526,0.050,97.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.0,2462.0,1089966080.0,287326208.0,1072414720.0,65205727232.0
2.502,0.050,97.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.0,2382.0,1089839104.0,287326208.0,1072414720.0,65205854208.0
2.501,0.050,97.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3205.0,2829.0,1089847296.0,287326208.0,1072414720.0,65205846016.0
2.503,0.025,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3609.0,3608.0,1089847296.0,287326208.0,1072414720.0,65205846016.0
2.527,0.050,97.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484.0,3340.0,1089720320.0,287326208.0,1072414720.0,65205972992.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3294.0,2950.0,1089720320.0,287326208.0,1072414720.0,65205972992.0
2.503,0.025,97.447,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3121.0,2639.0,1089593344.0,287326208.0,1072414720.0,65206099968.0
2.528,0.050,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2999.0,2337.0,1089593344.0,287326208.0,1072414720.0,65206099968.0
2.503,0.025,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.0,2411.0,1089585152.0,287326208.0,1072414720.0,65206108160.0
2.504,0.050,97.446,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3006.0,2346.0,1089458176.0,287326208.0,1072414720.0,65206235136.0
2.503,0.025,97.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.0,2424.0,1089466368.0,287326208.0,1072414720.0,65206226944.0
2.528,0.050,97.422,0.0,0.0,0.0,0.0,0.0,302.0,256.0,0.0,0.0,3003.0,2339.0,1089466368.0,287326208.0,1072414720.0,65206226944.0
0.375,0.050,99.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233.0,2264.0,1049239552.0,287326208.0,1072422912.0,65246445568.0
0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,590.0,2730.0,0.0,0.0,1981.0,2112.0,1049120768.0,287326208.0,1072422912.0,65246564352.0
