"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-652-1.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-SER/results/652/dstat_sp-mz_A_O2.csv",,,,"Date:","08 Apr 2020 22:38:22 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
2.503,0.075,97.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.0,2425.0,1064452096.0,287129600.0,1055035392.0,65248817152.0
2.527,0.075,97.398,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3001.0,2358.0,1064284160.0,287129600.0,1055035392.0,65248985088.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.0,2411.0,1064284160.0,287129600.0,1055035392.0,65248985088.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2988.0,2319.0,1064157184.0,287129600.0,1055035392.0,65249112064.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.0,2450.0,1064157184.0,287129600.0,1055035392.0,65249112064.0
2.526,0.125,97.349,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3029.0,2367.0,1064030208.0,287129600.0,1055035392.0,65249239040.0
2.502,0.075,97.398,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,3003.0,2439.0,1063759872.0,287129600.0,1055035392.0,65249509376.0
2.527,0.075,97.398,0.0,0.0,0.0,0.0,0.0,128.0,465.0,0.0,0.0,3014.0,2364.0,1063575552.0,287129600.0,1055035392.0,65249693696.0
2.502,0.100,97.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039.0,2513.0,1063575552.0,287129600.0,1055035392.0,65249693696.0
2.503,0.050,97.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0,2390.0,1063448576.0,287129600.0,1055035392.0,65249820672.0
2.527,0.050,97.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.0,2434.0,1063448576.0,287129600.0,1055035392.0,65249820672.0
0.851,0.075,99.074,0.0,0.0,0.0,0.0,0.0,590.0,2710.0,0.0,0.0,2403.0,2254.0,1013694464.0,287129600.0,1055039488.0,65299570688.0
0.0,0.050,99.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.0,2163.0,1013575680.0,287129600.0,1055043584.0,65299685376.0
