"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-662-6.local",,,,"User:","a78156"
"Cmdline:","dstat -cdngym --output /home/a78156/ESC/NPB3.3.1-MZ/NPB3.3-MZ-SER/results/662/dstat_sp-mz_A_O2.csv",,,,"Date:","09 Apr 2020 00:25:55 WEST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",,"memory usage",,,
2.106,0.083,97.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3309.0,2604.0,1190232064.0,239697920.0,197758976.0,66026545152.0
2.504,0.292,97.183,0.0,0.0,0.021,0.0,0.0,253716.0,189194.0,0.0,0.0,6652.0,7287.0,1191964672.0,239697920.0,197758976.0,66024812544.0
2.356,0.271,97.353,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,6229.0,6777.0,1191260160.0,239697920.0,197836800.0,66025439232.0
2.377,0.292,96.831,0.480,0.0,0.021,0.0,94208.0,523712.0,333285.0,0.0,0.0,6667.0,7185.0,1190428672.0,239697920.0,197836800.0,66026270720.0
2.503,0.355,97.122,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,7715.0,7659.0,1191591936.0,239697920.0,197894144.0,66025050112.0
2.337,0.250,97.391,0.0,0.0,0.021,0.0,0.0,580197.0,360914.0,0.0,0.0,6589.0,7178.0,1191092224.0,239697920.0,197922816.0,66025521152.0
2.524,0.334,97.121,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,7943.0,7601.0,1191329792.0,239697920.0,197971968.0,66025234432.0
2.105,0.063,97.832,0.0,0.0,0.0,0.0,0.0,499148.0,345977.0,0.0,0.0,2055.0,2281.0,1190170624.0,239697920.0,197971968.0,66026393600.0
2.629,0.396,96.515,0.438,0.0,0.021,0.0,106496.0,0.0,0.0,0.0,0.0,7675.0,8126.0,1197015040.0,239697920.0,198012928.0,66019508224.0
2.231,0.167,97.602,0.0,0.0,0.0,0.0,0.0,438064.0,273301.0,0.0,0.0,6289.0,6298.0,1191186432.0,239697920.0,198066176.0,66025283584.0
2.419,0.355,97.164,0.021,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,8730.0,11366.0,1193250816.0,239697920.0,198111232.0,66023174144.0
2.523,0.480,96.977,0.0,0.0,0.021,0.0,0.0,389448.0,274006.0,0.0,0.0,8959.0,10717.0,1194045440.0,239697920.0,198119424.0,66022371328.0
2.462,0.313,97.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8466.0,11213.0,1191014400.0,239697920.0,198152192.0,66025369600.0
2.587,0.459,96.934,0.0,0.0,0.021,0.0,0.0,756439.0,467346.0,0.0,0.0,9600.0,10213.0,1191645184.0,239697920.0,198168576.0,66024722432.0
2.085,0.083,97.394,0.438,0.0,0.0,0.0,118784.0,0.0,0.0,0.0,0.0,3080.0,2477.0,1191157760.0,239697920.0,198168576.0,66025209856.0
2.693,0.417,96.869,0.0,0.0,0.021,0.0,98304.0,358254.0,248545.0,0.0,0.0,9768.0,11061.0,1191923712.0,239697920.0,198238208.0,66024374272.0
2.105,0.083,97.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079.0,2470.0,1191567360.0,239697920.0,198250496.0,66024718336.0
2.168,0.146,97.665,0.0,0.0,0.021,0.0,0.0,448318.0,325390.0,0.0,0.0,3573.0,2965.0,1189330944.0,239697920.0,198279168.0,66026926080.0
2.649,0.396,96.934,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,7321.0,10268.0,1192206336.0,239697920.0,198287360.0,66024042496.0
2.085,0.083,97.832,0.0,0.0,0.0,0.0,0.0,367973.0,301314.0,0.0,0.0,2076.0,2273.0,1190264832.0,239697920.0,198311936.0,66025959424.0
2.337,0.709,96.516,0.417,0.0,0.021,0.0,458752.0,0.0,0.0,0.0,0.0,11229.0,18804.0,1143382016.0,239697920.0,198328320.0,66072825856.0
0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,531109.0,404097.0,0.0,0.0,2096.0,2359.0,1142681600.0,239697920.0,198348800.0,66073505792.0
